Province;Kabupaten;Kecamatan;Kelurahan;latitude;longitude;Kodepos
DKI JAKARTA;KOTA JAKARTA BARAT;GROGOL PETAMBURAN;WIJAYA KESUMA;-6.1537689;106.7750696;11460
DKI JAKARTA;KOTA JAKARTA TIMUR;PULO GADUNG;JATINEGARA KAUM;-6.1970255;106.8974964;13220
DKI JAKARTA;KOTA JAKARTA TIMUR;CIPAYUNG;PONDOK RANGGON;-6.3551012;106.9093;13860
DKI JAKARTA;KOTA JAKARTA UTARA;TANJUNG PRIOK;TANJUNG PRIUK;-6.1095485;106.8812673;14310
DKI JAKARTA;KOTA JAKARTA UTARA;TANJUNG PRIOK;PAPANGO;-6.1265467000000005;106.8679899;14340
BANTEN;KOTA TANGERANG;KARAWACI;PABUARAN TUMPENG;-6.1817584000000005;106.61881509999998;15114
BANTEN;KOTA TANGERANG;KARAWACI;SUMUR PACING;-6.1760331;106.6180783;15114
BANTEN;KOTA TANGERANG;PERIUK;PERIUK JAYA;-6.1505294;106.5967126;15131
BANTEN;KOTA TANGERANG;JATI UWUNG;KRONCONG;-6.1866738;106.5849256;15134
BANTEN;KOTA TANGERANG;CIBODAS;CIBODASARI;-6.202675599999999;106.60407990000002;15138
BANTEN;KOTA TANGERANG;CIBODAS;CIBODAS BARU;-6.195007299999999;106.60407990000002;15138
BANTEN;KOTA TANGERANG;PINANG;NEROKTOG;-6.2090171;106.685136;15145
BANTEN;KOTA TANGERANG;PINANG;SUDIMARA PINANG;-6.2152637;106.6895581;15145
BANTEN;KOTA TANGERANG;LARANGAN;KEREO SELATAN;-6.2391051;106.7426303;15156
BANTEN;KOTA TANGERANG;KARANG TENGAH;PEDURENAN;-6.2226458;106.69840259999998;15159
BANTEN;KOTA TANGERANG SELATAN;PONDOK AREN;JURANG MANGGU TIMUR;-6.2650574;106.7308354;15222
BANTEN;KOTA TANGERANG SELATAN;PONDOK AREN;JURANG MANGGU BARAT;-6.2588081;106.7264125;15223
BANTEN;KABUPATEN TANGERANG;KEMIRI;LEGOK SUKAMAJU;-6.1294466;106.4553111;15530
BANTEN;KABUPATEN TANGERANG;BALARAJA;SENTUL JAYA;-6.2112572;106.4553111;15610
BANTEN;KABUPATEN TANGERANG;CIKUPA;TALAGA SARI;-6.2141566;106.50779740000002;15710
BANTEN;KABUPATEN TANGERANG;JAMBE;TIPARRAYA;-6.317852200000001;106.4847619;15720
BANTEN;KABUPATEN TANGERANG;KELAPA DUA;CURUG SANGERENG;-6.253852999999999;106.62249540000002;15810
JAWA BARAT;KABUPATEN BOGOR;CISEENG;CIHOWE;-6.430534099999999;106.683662;16120
JAWA BARAT;KABUPATEN BOGOR;PARUNG;WARUJAYA;-6.417764;106.7205154;16330
JAWA BARAT;KOTA DEPOK;BEJI;BEJI TIMUR;-6.3758806;106.8237374;16421
JAWA BARAT;KOTA DEPOK;PANCORAN MAS;DEPOK JAYA;-6.3990337;106.8207875;16431
JAWA BARAT;KOTA DEPOK;CIPAYUNG;CIPAYUNG JAYA;-6.4203262;106.79719;16437
JAWA BARAT;KOTA DEPOK;SAWANGAN;SAWANGAN BARU;-6.3960766;106.7559004;16511
JAWA BARAT;KOTA DEPOK;BOJONGSARI;BOJONGSARI LAMA;-6.400264900000001;106.7455792;16516
JAWA BARAT;KOTA DEPOK;SAWANGAN;PENGASINAN;-6.4268374;106.7559004;16518
JAWA BARAT;KABUPATEN BOGOR;CIOMAS;CIOMAS RAHAYU;-6.607416000000001;106.7691712;16610
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CIARUTEN ILIR;-6.5425668;106.6733441;16630
JAWA BARAT;KABUPATEN BOGOR;CIBUNGBULANG;CIARUTEN UDIK;-6.6042757;106.6733441;16630
JAWA BARAT;KABUPATEN BOGOR;MEGAMENDUNG;CIPAYUNG GIRANG;-6.651055;106.8827427;16770
JAWA BARAT;KABUPATEN BOGOR;PAMIJAHAN;GUNUNG BUNDER I;-6.650395;106.67924;16810
JAWA BARAT;KABUPATEN BOGOR;PAMIJAHAN;GUNUNG BUNDER I;-6.6705855;106.6910322;16810
JAWA BARAT;KABUPATEN BOGOR;CILEUNGSI;CILEUNGSI KIDUL;-6.3993925;106.9624239;16820
JAWA BARAT;KABUPATEN BOGOR;TANJUNGSARI;SINARSARI;-6.633688;107.1573142;16840
JAWA BARAT;KABUPATEN BOGOR;TANJUNGSARI;SINARRASA;-6.6526104;107.1307289;16840
JAWA BARAT;KABUPATEN BOGOR;CIBINONG;PABUARAN MEKAR;-6.4544294;106.8502879;16916
JAWA BARAT;KABUPATEN BEKASI;BOJONGMANGU;BOJONGMANGU;-6.435152;107.1898113;17352
JAWA BARAT;KABUPATEN BEKASI;TAMBUN UTARA;JEJALENJAYA;-6.2156981;107.0672314;17510
JAWA BARAT;KABUPATEN BEKASI;KARANGBAHAGIA;KARANGSETIA;-6.218303;107.180948;17530
JAWA BARAT;KABUPATEN BEKASI;CIKARANG PUSAT;PASIRRANJI;-6.3709019;107.1986748;17530
JAWA BARAT;KABUPATEN BEKASI;KARANGBAHAGIA;KARANGSATU;-6.2148673;107.2075388;17530
JAWA BARAT;KABUPATEN BEKASI;PEBAYURAN;KARANGHAUR;-6.1080726;107.2016295;17710
SUMATERA UTARA;KOTA MEDAN;MEDAN SUNGGAL;SUNGGAL;3.5819663;98.6476835;20121
SUMATERA UTARA;KOTA MEDAN;MEDAN AREA;SUKARAMAI I;3.5864514;98.7026991;20216
SUMATERA UTARA;KOTA MEDAN;MEDAN TEMBUNG;SIDOREJO HILIR;3.6065166;98.6999474;20222
SUMATERA UTARA;KOTA MEDAN;MEDAN PERJUANGAN;SEI KERA HILIR II;3.5996603;98.6965079;20233
SUMATERA UTARA;KOTA MEDAN;MEDAN PERJUANGAN;SEI KERA HILIR I;3.6014797;98.7026991;20233
SUMATERA UTARA;KABUPATEN DELI SERDANG;SUNGGAL;SUNGGAL KANAN;3.5688467000000004;98.6015708;20351
SUMATERA UTARA;KABUPATEN DELI SERDANG;PANCUR BATU;SEI GELUGUR;3.5389392;98.5638609;20353
SUMATERA UTARA;KABUPATEN DELI SERDANG;PANCUR BATU;PERTAMPILEN;3.487344;98.5982033;20353
SUMATERA UTARA;KABUPATEN DELI SERDANG;KUTALIMBARU;KWALA LAU BICIK;3.4440735;98.5473821;20354
SUMATERA UTARA;KABUPATEN DELI SERDANG;NAMO RAMBE;GUNUNG KELAWAS;3.4380318;98.6628089;20356
SUMATERA UTARA;KABUPATEN DELI SERDANG;NAMO RAMBE;JATI KESUMA;3.4670467000000005;98.6311865;20356
SUMATERA UTARA;KABUPATEN DELI SERDANG;NAMO RAMBE;KUTA TUALAH;3.486736;98.664184;20356
SUMATERA UTARA;KABUPATEN DELI SERDANG;BIRU-BIRU;KAMPUNG SELAMAT;3.4292053;98.6724356;20358
SUMATERA UTARA;KABUPATEN DELI SERDANG;BIRU-BIRU;MBARUAI;3.3930062000000007;98.673811;20358
SUMATERA UTARA;KABUPATEN DELI SERDANG;BIRU-BIRU;BIRU BIRU;3.3707803;98.6490584;20358
SUMATERA UTARA;KABUPATEN DELI SERDANG;BIRU-BIRU;MARDINDING JULU;3.3162867;98.6105703;20358
SUMATERA UTARA;KABUPATEN DELI SERDANG;TANJUNG MORAWA;BUNTU BEDIMBAR;3.5467727;98.7949386;20362
SUMATERA UTARA;KABUPATEN DELI SERDANG;TANJUNG MORAWA;DAGANG KERAWAN;3.5228939;98.8073373;20362
SUMATERA UTARA;KABUPATEN DELI SERDANG;TANJUNG MORAWA;SEI MERAH;3.5140253;98.8197381;20362
SUMATERA UTARA;KABUPATEN DELI SERDANG;SINEMBAH TANJUNG MUDA HILIR;TALUN KENAS;3.394978;98.7315981;20363
SUMATERA UTARA;KABUPATEN DELI SERDANG;PERCUT SEI TUAN;BANDAR KHALIPAH;3.6373487;98.7508702;20371
SUMATERA UTARA;KABUPATEN DELI SERDANG;HAMPARAN PERAK;KOTA RANTANG;3.7572409;98.555621;20374
SUMATERA UTARA;KABUPATEN DELI SERDANG;HAMPARAN PERAK;KAMPUNG SELEMAK;3.7492945;98.5968293;20374
SUMATERA UTARA;KABUPATEN DELI SERDANG;LUBUK PAKAM;LUBUK PAKAM I/II;3.5728006000000003;98.8852193;20511
SUMATERA UTARA;KABUPATEN DELI SERDANG;PAGAR MERBAU;SIDOARJO SATU JATIBARU;3.5156565000000004;98.9107373;20551
SUMATERA UTARA;KABUPATEN DELI SERDANG;BERINGIN;SIDODADI RAMUNIA;3.6159539;98.8886672;20552
SUMATERA UTARA;KABUPATEN DELI SERDANG;PANTAI LABU;RUGEMUK;3.6850044;98.8762554;20553
SUMATERA UTARA;KABUPATEN DELI SERDANG;PANTAI LABU;PALUH SIBAJI;3.6659072;98.9052192;20553
SUMATERA UTARA;KABUPATEN DELI SERDANG;PANTAI LABU;PERKBUNAN RAMUNIA;3.6561545;98.8776344;20553
SUMATERA UTARA;KABUPATEN DELI SERDANG;BANGUN PURBA;BANDAR GUGUNG;3.3992123;98.8142264;20581
SUMATERA UTARA;KABUPATEN DELI SERDANG;BANGUN PURBA;PERGURUAN;3.3606807;98.8018265;20581
SUMATERA UTARA;KABUPATEN DELI SERDANG;BANGUN PURBA;MAROMBUN BARAT;3.3593222000000003;98.8142264;20581
SUMATERA UTARA;KABUPATEN DELI SERDANG;BANGUN PURBA;MAROMBUN UJUNG JAWI;3.3814285;98.8500594;20581
SUMATERA UTARA;KABUPATEN DELI SERDANG;SINEMBAH TANJUNG MUDA HULU;SIBUNGA BUNGA HILIR;3.2381524;98.7233402;20582
SUMATERA UTARA;KABUPATEN DELI SERDANG;GUNUNG MERIAH;SIMEMPAR;3.0766667;98.7013889;20583
SUMATERA UTARA;KABUPATEN DELI SERDANG;GALANG;PERTANGGUHAN;3.4609072;98.8886672;20585
SUMATERA UTARA;KABUPATEN DELI SERDANG;GALANG;PULAU TAGOR BARU;3.4131048;98.9300538;20585
SUMATERA UTARA;KABUPATEN DELI SERDANG;GALANG;KAMPUNG PAKU;3.3636529000000004;98.8859088;20585
SUMATERA UTARA;KABUPATEN DELI SERDANG;GALANG;KRAMAT GAJAH;3.4805714999999995;98.9217747;20585
SUMATERA UTARA;KABUPATEN DELI SERDANG;GALANG;BANDAR KWALA;3.3810230000000003;98.8941841;20585
SUMATERA UTARA;KOTA BINJAI;BINJAI KOTA;PEKAN BINJAI;3.6066639;98.4863045;20712
SUMATERA UTARA;KABUPATEN LANGKAT;SALAPIAN;BANDAR TELU;3.4716534;98.256851;20773
SUMATERA UTARA;KABUPATEN LANGKAT;SALAPIAN;PERKEBUNAN GLUGUR LANGKAT;3.4464568999999994;98.2787384;20773
SUMATERA UTARA;KABUPATEN LANGKAT;KUTAMBARU;PERKEBUNAN MARIKE;3.4091395;98.2595866;20773
SUMATERA UTARA;KABUPATEN LANGKAT;BATANG SERANGAN;PALUH PAKEH BABUSALAM;3.7512858;98.26095440000002;20852
SUMATERA UTARA;KABUPATEN LANGKAT;BATANG SERANGAN;KUALA MUSAM;3.6450651;98.1994276;20852
SUMATERA UTARA;KABUPATEN LANGKAT;HINAI;BATU MALENGGANG;3.8591048;98.434873;20854
SUMATERA UTARA;KABUPATEN LANGKAT;PANGKALAN SUSU;SEI MERAN;4.1009169000000005;98.2342124;20858
SUMATERA UTARA;KABUPATEN LANGKAT;PANGKALAN SUSU;SEI MERAN;4.0788064;98.1884949;20858
SUMATERA UTARA;KABUPATEN LANGKAT;BRANDAN BARAT;SEI TUALANG;3.992519600000001;98.2158297;20881
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;BINTANG BAYU;BANDAR MAGODANG;3.2971532;98.9424741;20984
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;BINTANG BAYU;SARANG GITING KAHAN;3.2796898000000003;98.9479948;20984
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;BINTANG BAYU;SARANG GITING HULU;3.2748395;98.9341937;20984
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;PERBAUNGAN;SEI SIJENGGI;3.5173838;98.9907938;20986
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;PERBAUNGAN;SEI SIJENGGI;3.5533218;99.0225628;20986
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;PEGAJAHAN;SENNAH;3.451714;98.9369537;20986
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;PERBAUNGAN;DELI MUDA HULU;3.5421107000000003;99.0184183;20986
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;PERBAUNGAN;DELI MUDA HILIR;3.5625568;99.0167533;20986
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;PERBAUNGAN;BATANG TERAB;3.5754104;98.9383338;20986
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;SERBAJADI;KELAPA BAJOHOM;3.3409546000000003;98.9162558;20991
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;DOLOK MASIHUL;BATU (13);3.3494896;99.0709315;20991
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;DOLOK MASIHUL;BATU (12);3.3418916;99.0847566;20991
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;SIPISPIS;DAMAK URAT;3.1684735;99.0239444;20992
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;DOLOK MERAWAN;GUNUNG PARA;3.160327;99.1041157;20993
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;DOLOK MERAWAN;MAINU TONGAH;3.2045917;99.1483827;20993
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;DOLOK MERAWAN;PARITOKAN;3.1799256;99.1317797;20993
SUMATERA UTARA;KABUPATEN SERDANG BEDAGAI;TEBINGTINGGI;SEI PERIOK;3.4103767999999994;99.2175988;20998
SUMATERA UTARA;KOTA PEMATANG SIANTAR;SIANTAR MARTOBA;NAGA PITA.;2.9811486;99.0695492;21137
SUMATERA UTARA;KABUPATEN SIMALUNGUN;DOLOK BATU NANGGAR;DOLOG TENERA;3.1399554;99.1649891;21155
SUMATERA UTARA;KABUPATEN SIMALUNGUN;RAYA KAHEAN;DURIAN BAGGAL;3.1191406;98.9009496;21156
SUMATERA UTARA;KABUPATEN SIMALUNGUN;PANEI;BANGUN SITOLUH BAH;2.9139036;98.9880319;21161
SUMATERA UTARA;KABUPATEN SIMALUNGUN;PANEI;PANE TONGAH;2.904077;98.9825083;21161
SUMATERA UTARA;KABUPATEN SIMALUNGUN;PANEI;BAH BALON TONGAH;2.9139036;98.9880319;21161
SUMATERA UTARA;KABUPATEN SIMALUNGUN;RAYA;BONGURON KARIAHAN;3.0462857000000003;98.8197381;21162
SUMATERA UTARA;KABUPATEN SIMALUNGUN;PURBA;KINALANG;2.9151700000000003;98.6466727;21165
SUMATERA UTARA;KABUPATEN SIMALUNGUN;PURBA;TANOH TINGGIR;2.9233863;98.7260927;21165
SUMATERA UTARA;KABUPATEN SIMALUNGUN;PURBA;PURBA TENGAH;2.9237297000000004;98.6820636;21165
SUMATERA UTARA;KABUPATEN SIMALUNGUN;DOLOK SILAU;BOSI SINOMBAH;3.0524538;98.6710603;21168
SUMATERA UTARA;KABUPATEN SIMALUNGUN;DOLOK PANRIBUAN;PALIANAOPAT;2.8137712;99.0272366;21173
SUMATERA UTARA;KABUPATEN SIMALUNGUN;HATONDUHAN;BUNTU TURUNAN;2.7573421;99.1622211;21174
SUMATERA UTARA;KABUPATEN SIMALUNGUN;GUNUNG MALELA;SAH KUDA BAYU;3.0450991000000003;99.2536148;21174
SUMATERA UTARA;KABUPATEN SIMALUNGUN;GUNUNG MALELA;PEMATANG SAH KUDA;3.0155733;99.23699;21174
SUMATERA UTARA;KABUPATEN SIMALUNGUN;TANAH JAWA;PANAMBEAN MARJANJI;2.8553442;99.2175988;21181
SUMATERA UTARA;KABUPATEN SIMALUNGUN;BANDAR HULUAN;NAGA SOPA;3.1583147;99.1912897;21184
SUMATERA UTARA;KABUPATEN SIMALUNGUN;UJUNG PADANG;TINJOWAN;3.0973118;99.5033938;21187
SUMATERA UTARA;KABUPATEN SIMALUNGUN;UJUNG PADANG;TELUK LAPIAN;3.0357191;99.4783816;21187
SUMATERA UTARA;KABUPATEN BATU BARA;TANJUNG TIRAM;BANDAR RAHMAD;3.1528327000000003;99.5821439;21253
SUMATERA UTARA;KABUPATEN BATU BARA;SEI SUKA;KWALA INDAH;3.3559120000000005;99.4422664;21257
SUMATERA UTARA;KABUPATEN BATU BARA;SEI SUKA;PEMATANG KUING;3.3314138;99.4033907;21257
SUMATERA UTARA;KABUPATEN BATU BARA;SEI SUKA;SEI SUKA/DERAS;3.3172874;99.3201479;21257
SUMATERA UTARA;KABUPATEN BATU BARA;MEDANG DERAS;PEMATANG CENGKRING;3.3565572999999995;99.3756337;21258
SUMATERA UTARA;KABUPATEN ASAHAN;PULO BANDRING;SUKADAMAI BARAT;2.9906286;99.5506595;21264
SUMATERA UTARA;KABUPATEN ASAHAN;AIR BATU;PERKEBUNAN AIR BATU III/IX;2.8472659;99.6007348;21272
SUMATERA UTARA;KABUPATEN ASAHAN;SEI DADAP;PERKEBUNAN SEI DADAP I/II;2.9500864;99.6731188;21272
SUMATERA UTARA;KABUPATEN ASAHAN;SEI DADAP;PERKEBUNAN SEI DADAP III/IV;2.9504758;99.6285674;21272
SUMATERA UTARA;KABUPATEN ASAHAN;AIR BATU;PERKEBUNAN AIR BATU I/II;2.8519528;99.6285674;21272
SUMATERA UTARA;KABUPATEN ASAHAN;AEK KUASAN;ALANG BONBON;2.6697463;99.6898316;21273
SUMATERA UTARA;KABUPATEN ASAHAN;PULAU RAKYAT;OFA/PADANG MAHONDANG;2.7165754;99.6591939;21273
SUMATERA UTARA;KOTA TANJUNG BALAI;TANJUNG BALAI UTARA;KWALA SILAU BESTARI;2.9733982000000005;99.8040768;21324
SUMATERA UTARA;KOTA TANJUNG BALAI;TELUK NIBUNG;BETING KWALA KAPIAS;2.9809787;99.8041245;21335
SUMATERA UTARA;KABUPATEN ASAHAN;TANJUNG BALAI;PEMATANG SUNGAI BARU;3.0227423;99.8236533;21352
SUMATERA UTARA;KABUPATEN ASAHAN;SEI KEPAYANG BARAT;SEI JAWI JAWI;2.9672802000000003;99.8194682;21381
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;S LIMA AEK NABARA;1.9893462;99.994021;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;S EMPAT AEK NABARA;2.003852;99.9884299;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;N SATU AEK NABARA;2.0155415;99.8529549;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;S TIGA AEK NABARA;1.9725874;99.9744535;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;S DUA AEK NABARA;1.9920138;99.9520961;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;S SATU AEK NABARA;1.9634148;99.8962279;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;N TUJUH AEK NABARA;2.0268535;99.9758511;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;N DELAPAN AEK NABARA;2.0183284;99.9884299;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;PEMATANG SELENG;2.0496576;99.9968167;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;N DUA AEK NABARA;1.9926236;99.8515593;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;N TIGA AEK NABARA;1.9777134;99.9241575;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;N EMPAT AEK NABARA;2.0213799;99.8850586;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;N LIMA AEK NABARA;2.0112448;99.9632741;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;N ENAM AEK NABARA;2.0328794;99.9772486;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU;BILAH HULU;S ENAM AEK NABARA;1.9674618;100.0247788;21451
SUMATERA UTARA;KABUPATEN LABUHAN BATU UTARA;MARBAU;BULUNGIHIT;2.2731555;99.8850586;21452
SUMATERA UTARA;KABUPATEN LABUHAN BATU UTARA;AEK KUO;PANIGORAN;2.317308;99.8236533;21455
SUMATERA UTARA;KABUPATEN LABUHAN BATU SELATAN;KAMPUNG RAKYAT;TELUK PANJI I;1.9612368;100.2544044;21463
SUMATERA UTARA;KABUPATEN LABUHAN BATU;PANAI TENGAH;SEI PELANCANG;2.2757691;100.2039477;21472
SUMATERA UTARA;KABUPATEN LABUHAN BATU;PANAI TENGAH;SEI SIARTI;2.2127851;100.1983431;21472
SUMATERA UTARA;KABUPATEN KARO;KABANJAHE;LAUSIMOMO;3.0765914;98.4430997;22111
SUMATERA UTARA;KABUPATEN KARO;SIMPANG EMPAT;LINGGA JULU;3.1184786;98.478759;22153
SUMATERA UTARA;KABUPATEN KARO;MERDEKA;SEMANGAT GUNUNG;3.1817033;98.4911065;22153
SUMATERA UTARA;KABUPATEN KARO;PAYUNG;UJUNG PAYUNG;3.1217337000000005;98.3827917;22154
SUMATERA UTARA;KABUPATEN KARO;MUNTE;MUNTE;3.0798306;98.3471781;22161
SUMATERA UTARA;KABUPATEN KARO;TIGA BINANGA;PERGENDANGEN;3.0631732000000005;98.256851;22162
SUMATERA UTARA;KABUPATEN KARO;TIGA BINANGA;BATUMAMAK;3.0856069;98.2431747;22162
SUMATERA UTARA;KABUPATEN KARO;JUHAR;MBETUNG;3.0321492;98.26095440000002;22163
SUMATERA UTARA;KABUPATEN KARO;LAUBALENG;LAU PERANGGUNAN;3.0591776000000004;98.1311249;22164
SUMATERA UTARA;KABUPATEN KARO;TIGAPANAH;SUKA;3.0559716;98.54188990000002;22171
SUMATERA UTARA;KABUPATEN KARO;TIGAPANAH;SUKA;3.0169417000000003;98.46504190000002;22171
SUMATERA UTARA;KABUPATEN KARO;TIGAPANAH;SUKA;3.0774333;98.5248628;22171
SUMATERA UTARA;KABUPATEN KARO;BARUSJAHE;TENGKIDIK;3.1271947;98.5683214;22172
SUMATERA UTARA;KABUPATEN KARO;MEREK;PENGAMBATEN;2.9127904;98.4979672;22173
SUMATERA UTARA;KABUPATEN DAIRI;SIDIKALANG;KALANG SIMBARA;2.7624276;98.3074754;22213
SUMATERA UTARA;KABUPATEN DAIRI;SIDIKALANG;BINTANG HULU;2.7708693;98.3334851;22219
SUMATERA UTARA;KABUPATEN DAIRI;GUNUNG SITEMBER;BATU GUNGUN;2.9325284;98.1720989;22251
SUMATERA UTARA;KABUPATEN DAIRI;TIGA LINGGA;PALDING;2.8825218;98.2486449;22252
SUMATERA UTARA;KABUPATEN DAIRI;TIGA LINGGA;PALDING;2.8825218;98.2486449;22252
SUMATERA UTARA;KABUPATEN DAIRI;TANAH PINEM;KUTA GAMBER;2.941696;98.2705298;22253
SUMATERA UTARA;KABUPATEN DAIRI;TANAH PINEM;LAU PERIMBON;2.9561711;98.3197946;22253
SUMATERA UTARA;KABUPATEN PAKPAK BHARAT;PAGINDAR;NAPATALUN PERLAMBUKAN;2.5241026;98.101092;22271
SUMATERA UTARA;KABUPATEN PAKPAK BHARAT;KERAJAAN;PARPULUNGAN;2.6429412999999995;98.3219293;22271
SUMATERA UTARA;KABUPATEN PAKPAK BHARAT;KERAJAAN;KUTA MERIAH;2.6749859;98.3143192;22271
SUMATERA UTARA;KABUPATEN PAKPAK BHARAT;SALAK;PENANGGALEN BINANGA BOANG;2.5177067;98.3362235;22272
SUMATERA UTARA;KABUPATEN TOBA SAMOSIR;BALIGE;HUTAGAOL PEATALUM;2.2783906000000003;99.0958183;22312
SUMATERA UTARA;KABUPATEN TOBA SAMOSIR;BALIGE;BONAN DOLOK II;2.3026063;99.1166605;22312
SUMATERA UTARA;KABUPATEN TOBA SAMOSIR;SIGUMPAR;SIGUMPAR DANGSINA;2.3875259;99.1705253;22381
SUMATERA UTARA;KABUPATEN TOBA SAMOSIR;SILAEN;PANINDII;2.4476333;99.3007367;22382
SUMATERA UTARA;KABUPATEN TOBA SAMOSIR;HABINSARAN;LUMBAN PINASA SAROHA;2.3203528;99.378409;22383
SUMATERA UTARA;KABUPATEN TOBA SAMOSIR;HABINSARAN;PANGUJUNGAN;2.211564;99.381988;22383
SUMATERA UTARA;KABUPATEN TOBA SAMOSIR;PORSEA;SIMPANG SIGURAGURA;2.4737661;99.1602436;22384
SUMATERA UTARA;KABUPATEN TOBA SAMOSIR;SIANTAR NARUMONDA;SIANTAR TONGA TONGA III;2.4507494;99.2037508;22384
SUMATERA UTARA;KABUPATEN SAMOSIR;SIMANINDO;SIALLAGAN-PINDARAYA;2.679022;98.836404;22395
SUMATERA UTARA;KABUPATEN SAMOSIR;SIANJUR MULA MULA;SARI MARIHIT;2.5943557;98.6105703;22396
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;SIPOHOLON;HUTAURUK HASUNDUTAN;2.0582115;98.9714623;22452
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;PARMONANGAN;HORISAN RANGGITGIT;2.104939;98.8528164;22453
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;PARMONANGAN;HUTAJULU PARBALIK;2.0760293;98.8197381;22453
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;PARLILITAN;SIONOM HUDON TIMUR I;2.4037015;98.5611142;22456
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;PARLILITAN;BARINGIN NATAM;2.2914076;98.5666077;22456
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;TARA BINTANG;SIBONGKARE;2.2119472;98.5033221;22456
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;SIJAMA POLANG;BONAN DOLOK I;2.1640229;98.7095789;22457
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;POLLUNG;RIA RIA;2.4222657;98.7150831;22457
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;BAKTI RAJA;MARBUN TORUAN;2.3264302000000003;98.8169822;22457
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;BAKTI RAJA;SIUNONG UNONG JULU;2.3021622;98.8004489;22457
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;ADIANKOTING;PAGARAN PISANG;1.866667;98.9;22461
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;PAHAE JULU;SIMASOM TORUAN;1.9393755;99.0294708;22463
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;PAHAE JAE;PASAR SARULLA;1.7725098999999995;99.1373136;22465
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;SIPAHUTAR;TAPIAN NAULI I;2.1808236;99.1511502;22471
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;SIPAHUTAR;AEK NAULI IV;2.0645108;99.1400807;22471
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;SIPAHUTAR;AEK NAULI III;2.0428343;99.1207129;22471
SUMATERA UTARA;KABUPATEN TAPANULI UTARA;SIPAHUTAR;TAPIAN NAULI I;2.205073;99.1566855;22471
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;PARANGINAN;SIBORUTORUP;2.2166172000000004;98.8583309;22475
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;LINTONG NIHUTA;SIBUNTUON PARPEA;2.2772927000000003;98.8831506;22475
SUMATERA UTARA;KABUPATEN HUMBANG HASUNDUTAN;LINTONG NIHUTA;HUTASOIT I;2.2558167;98.8278859;22475
SUMATERA UTARA;KOTA SIBOLGA;SIBOLGA UTARA;SIMARE-MARE;1.7466002;98.7742784;22513
